,Region,LGA,Quater,Count,Median
2803,Loddon Mallee,Swan Hill,Jun 2021,3.0,270.0
2804,Loddon Mallee,Swan Hill,Mar 2000,8.0,118.0
2805,Loddon Mallee,Swan Hill,Mar 2001,12.0,123.0
2806,Loddon Mallee,Swan Hill,Mar 2002,17.0,135.0
2807,Loddon Mallee,Swan Hill,Mar 2003,17.0,135.0
2808,Loddon Mallee,Swan Hill,Mar 2004,15.0,140.0
2809,Loddon Mallee,Swan Hill,Mar 2005,9.0,150.0
2810,Loddon Mallee,Swan Hill,Mar 2006,11.0,150.0
2811,Loddon Mallee,Swan Hill,Mar 2007,10.0,160.0
2812,Loddon Mallee,Swan Hill,Mar 2008,16.0,150.0
2813,Loddon Mallee,Swan Hill,Mar 2009,11.0,190.0
2814,Loddon Mallee,Swan Hill,Mar 2010,15.0,175.0
2815,Loddon Mallee,Swan Hill,Mar 2011,12.0,175.0
2816,Loddon Mallee,Swan Hill,Mar 2012,10.0,193.0
2817,Loddon Mallee,Swan Hill,Mar 2013,10.0,205.0
2818,Loddon Mallee,Swan Hill,Mar 2014,8.0,210.0
2819,Loddon Mallee,Swan Hill,Mar 2015,12.0,200.0
2820,Loddon Mallee,Swan Hill,Mar 2016,6.0,233.0
2821,Loddon Mallee,Swan Hill,Mar 2017,13.0,225.0
2822,Loddon Mallee,Swan Hill,Mar 2018,10.0,203.0
2823,Loddon Mallee,Swan Hill,Mar 2019,7.0,260.0
2824,Loddon Mallee,Swan Hill,Mar 2020,9.0,280.0
2825,Loddon Mallee,Swan Hill,Mar 2021,4.0,250.0
2826,Loddon Mallee,Swan Hill,Sep 1999,11.0,120.0
2827,Loddon Mallee,Swan Hill,Sep 2000,10.0,123.0
2828,Loddon Mallee,Swan Hill,Sep 2001,10.0,120.0
2829,Loddon Mallee,Swan Hill,Sep 2002,13.0,140.0
2830,Loddon Mallee,Swan Hill,Sep 2003,8.0,130.0
2831,Loddon Mallee,Swan Hill,Sep 2004,12.0,125.0
2832,Loddon Mallee,Swan Hill,Sep 2005,10.0,155.0
2833,Loddon Mallee,Swan Hill,Sep 2006,5.0,160.0
2834,Loddon Mallee,Swan Hill,Sep 2007,19.0,160.0
2835,Loddon Mallee,Swan Hill,Sep 2008,12.0,160.0
2836,Loddon Mallee,Swan Hill,Sep 2009,8.0,185.0
2837,Loddon Mallee,Swan Hill,Sep 2010,8.0,185.0
2838,Loddon Mallee,Swan Hill,Sep 2011,20.0,170.0
2839,Loddon Mallee,Swan Hill,Sep 2012,19.0,185.0
2840,Loddon Mallee,Swan Hill,Sep 2013,10.0,210.0
2841,Loddon Mallee,Swan Hill,Sep 2014,6.0,195.0
2842,Loddon Mallee,Swan Hill,Sep 2015,11.0,235.0
2843,Loddon Mallee,Swan Hill,Sep 2016,5.0,210.0
2844,Loddon Mallee,Swan Hill,Sep 2017,11.0,225.0
2845,Loddon Mallee,Swan Hill,Sep 2018,7.0,225.0
2846,Loddon Mallee,Swan Hill,Sep 2019,7.0,200.0
2847,Loddon Mallee,Swan Hill,Sep 2020,4.0,263.0
2937,Hume,Alpine,Dec 1999,5.0,115.0
2938,Hume,Alpine,Dec 2000,9.0,130.0
2939,Hume,Alpine,Dec 2001,12.0,120.0
2940,Hume,Alpine,Dec 2002,14.0,135.0
2941,Hume,Alpine,Dec 2003,10.0,135.0
2942,Hume,Alpine,Dec 2004,11.0,150.0
2943,Hume,Alpine,Dec 2005,7.0,160.0
2944,Hume,Alpine,Dec 2006,12.0,175.0
2945,Hume,Alpine,Dec 2007,7.0,170.0
2946,Hume,Alpine,Dec 2008,12.0,198.0
2947,Hume,Alpine,Dec 2009,10.0,180.0
2948,Hume,Alpine,Dec 2010,20.0,178.0
2949,Hume,Alpine,Dec 2011,11.0,195.0
2950,Hume,Alpine,Dec 2012,10.0,215.0
2951,Hume,Alpine,Dec 2013,13.0,190.0
2952,Hume,Alpine,Dec 2014,7.0,210.0
2953,Hume,Alpine,Dec 2015,14.0,245.0
2954,Hume,Alpine,Dec 2016,9.0,239.0
2955,Hume,Alpine,Dec 2017,8.0,218.0
2956,Hume,Alpine,Dec 2018,11.0,280.0
2957,Hume,Alpine,Dec 2019,8.0,300.0
2958,Hume,Alpine,Dec 2020,5.0,280.0
2959,Hume,Alpine,Jun 1999,14.0,120.0
2960,Hume,Alpine,Jun 2000,11.0,120.0
2961,Hume,Alpine,Jun 2001,15.0,125.0
2962,Hume,Alpine,Jun 2002,11.0,125.0
2963,Hume,Alpine,Jun 2003,12.0,138.0
2964,Hume,Alpine,Jun 2004,7.0,135.0
2965,Hume,Alpine,Jun 2005,5.0,180.0
2966,Hume,Alpine,Jun 2006,9.0,170.0
2967,Hume,Alpine,Jun 2007,13.0,180.0
2968,Hume,Alpine,Jun 2008,16.0,190.0
2969,Hume,Alpine,Jun 2009,6.0,188.0
2970,Hume,Alpine,Jun 2010,13.0,200.0
2971,Hume,Alpine,Jun 2011,14.0,200.0
2972,Hume,Alpine,Jun 2012,18.0,220.0
2973,Hume,Alpine,Jun 2013,18.0,215.0
2974,Hume,Alpine,Jun 2014,22.0,198.0
2975,Hume,Alpine,Jun 2015,13.0,220.0
2976,Hume,Alpine,Jun 2016,12.0,208.0
2977,Hume,Alpine,Jun 2017,8.0,260.0
2978,Hume,Alpine,Jun 2018,7.0,275.0
2979,Hume,Alpine,Jun 2019,14.0,280.0
2980,Hume,Alpine,Jun 2020,10.0,315.0
2981,Hume,Alpine,Jun 2021,7.0,320.0
2982,Hume,Alpine,Mar 2000,10.0,115.0
2983,Hume,Alpine,Mar 2001,8.0,110.0
2984,Hume,Alpine,Mar 2002,5.0,135.0
2985,Hume,Alpine,Mar 2003,5.0,135.0
2986,Hume,Alpine,Mar 2004,11.0,129.0
2987,Hume,Alpine,Mar 2005,13.0,150.0
2988,Hume,Alpine,Mar 2006,13.0,160.0
2989,Hume,Alpine,Mar 2007,11.0,180.0
2990,Hume,Alpine,Mar 2008,12.0,185.0
2991,Hume,Alpine,Mar 2009,16.0,188.0
2992,Hume,Alpine,Mar 2010,14.0,193.0
2993,Hume,Alpine,Mar 2011,15.0,180.0
2994,Hume,Alpine,Mar 2012,19.0,210.0
2995,Hume,Alpine,Mar 2013,13.0,220.0
2996,Hume,Alpine,Mar 2014,10.0,213.0
2997,Hume,Alpine,Mar 2015,18.0,210.0
2998,Hume,Alpine,Mar 2016,7.0,240.0
2999,Hume,Alpine,Mar 2017,10.0,205.0
3000,Hume,Alpine,Mar 2018,7.0,220.0
3001,Hume,Alpine,Mar 2019,14.0,275.0
3002,Hume,Alpine,Mar 2020,12.0,275.0
3003,Hume,Alpine,Mar 2021,5.0,240.0
3004,Hume,Alpine,Sep 1999,11.0,125.0
3005,Hume,Alpine,Sep 2000,11.0,120.0
3006,Hume,Alpine,Sep 2001,13.0,135.0
3007,Hume,Alpine,Sep 2002,9.0,130.0
3008,Hume,Alpine,Sep 2003,11.0,140.0
3009,Hume,Alpine,Sep 2004,10.0,158.0
3010,Hume,Alpine,Sep 2005,8.0,170.0
3011,Hume,Alpine,Sep 2006,6.0,168.0
3012,Hume,Alpine,Sep 2007,9.0,175.0
3013,Hume,Alpine,Sep 2008,9.0,170.0
3014,Hume,Alpine,Sep 2009,7.0,195.0
3015,Hume,Alpine,Sep 2010,7.0,190.0
3016,Hume,Alpine,Sep 2011,8.0,218.0
3017,Hume,Alpine,Sep 2012,10.0,210.0
3018,Hume,Alpine,Sep 2013,14.0,210.0
3019,Hume,Alpine,Sep 2014,11.0,240.0
3020,Hume,Alpine,Sep 2015,10.0,230.0
3022,Hume,Alpine,Sep 2017,14.0,250.0
3023,Hume,Alpine,Sep 2018,7.0,270.0
3024,Hume,Alpine,Sep 2019,15.0,310.0
3025,Hume,Alpine,Sep 2020,8.0,300.0
3026,Hume,Benalla,Dec 1999,8.0,113.0
3027,Hume,Benalla,Dec 2000,12.0,110.0
3028,Hume,Benalla,Dec 2001,15.0,110.0
3029,Hume,Benalla,Dec 2002,10.0,138.0
3030,Hume,Benalla,Dec 2003,8.0,145.0
3031,Hume,Benalla,Dec 2004,5.0,150.0
3032,Hume,Benalla,Dec 2005,12.0,159.0
3033,Hume,Benalla,Dec 2006,11.0,160.0
3034,Hume,Benalla,Dec 2007,9.0,170.0
3035,Hume,Benalla,Dec 2008,10.0,173.0
3036,Hume,Benalla,Dec 2009,17.0,170.0
3037,Hume,Benalla,Dec 2010,21.0,190.0
3038,Hume,Benalla,Dec 2011,13.0,170.0
3039,Hume,Benalla,Dec 2012,17.0,180.0
3040,Hume,Benalla,Dec 2013,12.0,203.0
3041,Hume,Benalla,Dec 2014,11.0,205.0
3042,Hume,Benalla,Dec 2015,10.0,220.0
3043,Hume,Benalla,Dec 2016,15.0,190.0
3044,Hume,Benalla,Dec 2017,6.0,230.0
3045,Hume,Benalla,Dec 2018,6.0,255.0
3046,Hume,Benalla,Dec 2019,10.0,260.0
3047,Hume,Benalla,Dec 2020,7.0,300.0
3048,Hume,Benalla,Jun 1999,12.0,110.0
3049,Hume,Benalla,Jun 2000,7.0,110.0
3050,Hume,Benalla,Jun 2001,8.0,123.0
3051,Hume,Benalla,Jun 2002,12.0,130.0
3052,Hume,Benalla,Jun 2003,8.0,148.0
3053,Hume,Benalla,Jun 2004,10.0,150.0
3054,Hume,Benalla,Jun 2005,12.0,140.0
3056,Hume,Benalla,Jun 2007,7.0,170.0
3057,Hume,Benalla,Jun 2008,7.0,170.0
3058,Hume,Benalla,Jun 2009,8.0,183.0
3059,Hume,Benalla,Jun 2010,8.0,173.0
3060,Hume,Benalla,Jun 2011,11.0,200.0
3061,Hume,Benalla,Jun 2012,10.0,220.0
3062,Hume,Benalla,Jun 2013,10.0,200.0
3063,Hume,Benalla,Jun 2014,10.0,215.0
3064,Hume,Benalla,Jun 2015,7.0,200.0
3065,Hume,Benalla,Jun 2016,7.0,230.0
3066,Hume,Benalla,Jun 2017,10.0,240.0
3067,Hume,Benalla,Jun 2018,11.0,240.0
3068,Hume,Benalla,Jun 2019,6.0,240.0
3069,Hume,Benalla,Jun 2020,12.0,275.0
3070,Hume,Benalla,Jun 2021,7.0,320.0
3071,Hume,Benalla,Mar 2000,9.0,90.0
3072,Hume,Benalla,Mar 2001,7.0,120.0
3073,Hume,Benalla,Mar 2002,12.0,128.0
3074,Hume,Benalla,Mar 2003,14.0,135.0
3075,Hume,Benalla,Mar 2004,11.0,150.0
3076,Hume,Benalla,Mar 2005,9.0,150.0
3077,Hume,Benalla,Mar 2006,23.0,160.0
3078,Hume,Benalla,Mar 2007,11.0,160.0
3079,Hume,Benalla,Mar 2008,14.0,166.0
3080,Hume,Benalla,Mar 2009,16.0,160.0
3081,Hume,Benalla,Mar 2010,14.0,173.0
3082,Hume,Benalla,Mar 2011,16.0,195.0
3083,Hume,Benalla,Mar 2012,22.0,190.0
3084,Hume,Benalla,Mar 2013,7.0,220.0
3085,Hume,Benalla,Mar 2014,22.0,180.0
3086,Hume,Benalla,Mar 2015,12.0,228.0
3087,Hume,Benalla,Mar 2016,14.0,220.0
3088,Hume,Benalla,Mar 2017,18.0,215.0
3089,Hume,Benalla,Mar 2018,15.0,230.0
3090,Hume,Benalla,Mar 2019,13.0,260.0
3091,Hume,Benalla,Mar 2020,10.0,265.0
3092,Hume,Benalla,Mar 2021,11.0,300.0
3093,Hume,Benalla,Sep 1999,7.0,90.0
3094,Hume,Benalla,Sep 2000,15.0,110.0
3095,Hume,Benalla,Sep 2001,8.0,105.0
3096,Hume,Benalla,Sep 2002,12.0,130.0
3097,Hume,Benalla,Sep 2003,10.0,158.0
3098,Hume,Benalla,Sep 2004,8.0,145.0
3099,Hume,Benalla,Sep 2005,6.0,150.0
3100,Hume,Benalla,Sep 2006,5.0,135.0
3101,Hume,Benalla,Sep 2007,6.0,160.0
3103,Hume,Benalla,Sep 2009,13.0,165.0
3104,Hume,Benalla,Sep 2010,14.0,168.0
3105,Hume,Benalla,Sep 2011,16.0,183.0
3106,Hume,Benalla,Sep 2012,16.0,190.0
3107,Hume,Benalla,Sep 2013,18.0,180.0
3108,Hume,Benalla,Sep 2014,10.0,210.0
3109,Hume,Benalla,Sep 2015,12.0,193.0
3110,Hume,Benalla,Sep 2016,11.0,220.0
3111,Hume,Benalla,Sep 2017,6.0,200.0
3112,Hume,Benalla,Sep 2018,12.0,220.0
3113,Hume,Benalla,Sep 2019,6.0,280.0
3114,Hume,Benalla,Sep 2020,14.0,300.0
3115,Hume,Greater Shepparton,Dec 1999,27.0,130.0
3116,Hume,Greater Shepparton,Dec 2000,31.0,140.0
3117,Hume,Greater Shepparton,Dec 2001,37.0,150.0
3118,Hume,Greater Shepparton,Dec 2002,29.0,160.0
3119,Hume,Greater Shepparton,Dec 2003,30.0,160.0
3120,Hume,Greater Shepparton,Dec 2004,30.0,160.0
3121,Hume,Greater Shepparton,Dec 2005,32.0,168.0
3122,Hume,Greater Shepparton,Dec 2006,30.0,175.0
3123,Hume,Greater Shepparton,Dec 2007,24.0,168.0
3124,Hume,Greater Shepparton,Dec 2008,32.0,178.0
3125,Hume,Greater Shepparton,Dec 2009,22.0,180.0
3126,Hume,Greater Shepparton,Dec 2010,41.0,200.0
3127,Hume,Greater Shepparton,Dec 2011,31.0,200.0
3128,Hume,Greater Shepparton,Dec 2012,37.0,220.0
3129,Hume,Greater Shepparton,Dec 2013,27.0,210.0
3130,Hume,Greater Shepparton,Dec 2014,18.0,200.0
3131,Hume,Greater Shepparton,Dec 2015,33.0,240.0
3132,Hume,Greater Shepparton,Dec 2016,26.0,243.0
3133,Hume,Greater Shepparton,Dec 2017,33.0,240.0
3134,Hume,Greater Shepparton,Dec 2018,24.0,250.0
3135,Hume,Greater Shepparton,Dec 2019,31.0,260.0
3136,Hume,Greater Shepparton,Dec 2020,18.0,275.0
3137,Hume,Greater Shepparton,Jun 1999,24.0,135.0
3138,Hume,Greater Shepparton,Jun 2000,21.0,140.0
3139,Hume,Greater Shepparton,Jun 2001,27.0,150.0
3140,Hume,Greater Shepparton,Jun 2002,39.0,155.0
3141,Hume,Greater Shepparton,Jun 2003,29.0,155.0
3142,Hume,Greater Shepparton,Jun 2004,30.0,160.0
3143,Hume,Greater Shepparton,Jun 2005,27.0,160.0
3144,Hume,Greater Shepparton,Jun 2006,28.0,180.0
3145,Hume,Greater Shepparton,Jun 2007,30.0,175.0
3146,Hume,Greater Shepparton,Jun 2008,28.0,170.0
3147,Hume,Greater Shepparton,Jun 2009,51.0,185.0
3148,Hume,Greater Shepparton,Jun 2010,29.0,200.0
3149,Hume,Greater Shepparton,Jun 2011,25.0,185.0
3150,Hume,Greater Shepparton,Jun 2012,18.0,220.0
3151,Hume,Greater Shepparton,Jun 2013,35.0,200.0
3152,Hume,Greater Shepparton,Jun 2014,27.0,200.0
3153,Hume,Greater Shepparton,Jun 2015,41.0,230.0
3154,Hume,Greater Shepparton,Jun 2016,27.0,240.0
3155,Hume,Greater Shepparton,Jun 2017,42.0,235.0
3156,Hume,Greater Shepparton,Jun 2018,24.0,250.0
3157,Hume,Greater Shepparton,Jun 2019,25.0,250.0
3158,Hume,Greater Shepparton,Jun 2020,36.0,268.0
3159,Hume,Greater Shepparton,Jun 2021,21.0,275.0
3160,Hume,Greater Shepparton,Mar 2000,31.0,140.0
3161,Hume,Greater Shepparton,Mar 2001,39.0,140.0
3162,Hume,Greater Shepparton,Mar 2002,23.0,145.0
3163,Hume,Greater Shepparton,Mar 2003,25.0,160.0
3164,Hume,Greater Shepparton,Mar 2004,34.0,155.0
3165,Hume,Greater Shepparton,Mar 2005,30.0,165.0
3166,Hume,Greater Shepparton,Mar 2006,33.0,180.0
3167,Hume,Greater Shepparton,Mar 2007,43.0,180.0
3168,Hume,Greater Shepparton,Mar 2008,35.0,180.0
3169,Hume,Greater Shepparton,Mar 2009,29.0,180.0
3170,Hume,Greater Shepparton,Mar 2010,29.0,200.0
3171,Hume,Greater Shepparton,Mar 2011,34.0,200.0
3172,Hume,Greater Shepparton,Mar 2012,23.0,200.0
3173,Hume,Greater Shepparton,Mar 2013,31.0,210.0
3174,Hume,Greater Shepparton,Mar 2014,38.0,230.0
3175,Hume,Greater Shepparton,Mar 2015,34.0,220.0
3176,Hume,Greater Shepparton,Mar 2016,21.0,220.0
3177,Hume,Greater Shepparton,Mar 2017,43.0,240.0
3178,Hume,Greater Shepparton,Mar 2018,45.0,250.0
3179,Hume,Greater Shepparton,Mar 2019,39.0,250.0
3180,Hume,Greater Shepparton,Mar 2020,29.0,275.0
3181,Hume,Greater Shepparton,Mar 2021,20.0,300.0
3182,Hume,Greater Shepparton,Sep 1999,31.0,140.0
3183,Hume,Greater Shepparton,Sep 2000,29.0,130.0
3184,Hume,Greater Shepparton,Sep 2001,27.0,140.0
3185,Hume,Greater Shepparton,Sep 2002,29.0,150.0
3186,Hume,Greater Shepparton,Sep 2003,30.0,150.0
3187,Hume,Greater Shepparton,Sep 2004,31.0,155.0
3188,Hume,Greater Shepparton,Sep 2005,25.0,160.0
3189,Hume,Greater Shepparton,Sep 2006,31.0,165.0
3190,Hume,Greater Shepparton,Sep 2007,25.0,165.0
3191,Hume,Greater Shepparton,Sep 2008,34.0,180.0
3192,Hume,Greater Shepparton,Sep 2009,38.0,200.0
3193,Hume,Greater Shepparton,Sep 2010,36.0,215.0
3194,Hume,Greater Shepparton,Sep 2011,37.0,210.0
3195,Hume,Greater Shepparton,Sep 2012,29.0,205.0
3196,Hume,Greater Shepparton,Sep 2013,54.0,220.0
3197,Hume,Greater Shepparton,Sep 2014,31.0,230.0
3198,Hume,Greater Shepparton,Sep 2015,33.0,240.0
3199,Hume,Greater Shepparton,Sep 2016,38.0,250.0
3200,Hume,Greater Shepparton,Sep 2017,27.0,250.0
3201,Hume,Greater Shepparton,Sep 2018,24.0,243.0
3202,Hume,Greater Shepparton,Sep 2019,30.0,270.0
3203,Hume,Greater Shepparton,Sep 2020,30.0,265.0
3204,Hume,Indigo,Dec 1999,7.0,130.0
3205,Hume,Indigo,Dec 2000,7.0,130.0
3206,Hume,Indigo,Dec 2001,7.0,120.0
3207,Hume,Indigo,Dec 2002,9.0,140.0
3208,Hume,Indigo,Dec 2003,5.0,170.0
3209,Hume,Indigo,Dec 2004,5.0,155.0
3210,Hume,Indigo,Dec 2005,7.0,165.0
3211,Hume,Indigo,Dec 2006,12.0,173.0
3212,Hume,Indigo,Dec 2007,8.0,193.0
3213,Hume,Indigo,Dec 2008,6.0,183.0
3214,Hume,Indigo,Dec 2009,5.0,180.0
3215,Hume,Indigo,Dec 2010,13.0,190.0
3217,Hume,Indigo,Dec 2012,11.0,230.0
3219,Hume,Indigo,Dec 2014,7.0,240.0
3220,Hume,Indigo,Dec 2015,5.0,270.0
3222,Hume,Indigo,Dec 2017,11.0,250.0
3223,Hume,Indigo,Dec 2018,8.0,263.0
3224,Hume,Indigo,Dec 2019,9.0,285.0
3225,Hume,Indigo,Dec 2020,12.0,300.0
3226,Hume,Indigo,Jun 1999,7.0,125.0
3227,Hume,Indigo,Jun 2000,5.0,120.0
3228,Hume,Indigo,Jun 2001,9.0,135.0
3229,Hume,Indigo,Jun 2002,12.0,115.0
3230,Hume,Indigo,Jun 2003,12.0,135.0
3231,Hume,Indigo,Jun 2004,9.0,138.0
3232,Hume,Indigo,Jun 2005,11.0,150.0
3233,Hume,Indigo,Jun 2006,8.0,163.0
3234,Hume,Indigo,Jun 2007,7.0,170.0
3235,Hume,Indigo,Jun 2008,6.0,203.0
3236,Hume,Indigo,Jun 2009,10.0,195.0
3237,Hume,Indigo,Jun 2010,9.0,220.0
3238,Hume,Indigo,Jun 2011,8.0,213.0
3239,Hume,Indigo,Jun 2012,6.0,210.0
3240,Hume,Indigo,Jun 2013,9.0,220.0
3241,Hume,Indigo,Jun 2014,13.0,250.0
3242,Hume,Indigo,Jun 2015,12.0,265.0
3243,Hume,Indigo,Jun 2016,11.0,250.0
3245,Hume,Indigo,Jun 2018,6.0,275.0
3246,Hume,Indigo,Jun 2019,9.0,270.0
3247,Hume,Indigo,Jun 2020,5.0,280.0
3248,Hume,Indigo,Jun 2021,8.0,308.0
3249,Hume,Indigo,Mar 2000,6.0,125.0
3250,Hume,Indigo,Mar 2001,5.0,125.0
3251,Hume,Indigo,Mar 2002,11.0,135.0
3252,Hume,Indigo,Mar 2003,9.0,135.0
3253,Hume,Indigo,Mar 2004,11.0,150.0
3254,Hume,Indigo,Mar 2005,10.0,155.0
3255,Hume,Indigo,Mar 2006,6.0,148.0
3256,Hume,Indigo,Mar 2007,9.0,185.0
3257,Hume,Indigo,Mar 2008,8.0,188.0
3258,Hume,Indigo,Mar 2009,9.0,185.0
3259,Hume,Indigo,Mar 2010,12.0,188.0
3260,Hume,Indigo,Mar 2011,9.0,215.0
3261,Hume,Indigo,Mar 2012,7.0,210.0
3262,Hume,Indigo,Mar 2013,12.0,200.0
3263,Hume,Indigo,Mar 2014,8.0,220.0
3264,Hume,Indigo,Mar 2015,7.0,250.0
3265,Hume,Indigo,Mar 2016,14.0,270.0
3266,Hume,Indigo,Mar 2017,9.0,265.0
3267,Hume,Indigo,Mar 2018,9.0,260.0
3268,Hume,Indigo,Mar 2019,8.0,250.0
3269,Hume,Indigo,Mar 2020,10.0,275.0
3270,Hume,Indigo,Mar 2021,4.0,320.0
3271,Hume,Indigo,Sep 1999,7.0,125.0
3272,Hume,Indigo,Sep 2000,12.0,115.0
3273,Hume,Indigo,Sep 2001,11.0,120.0
3275,Hume,Indigo,Sep 2003,7.0,130.0
3276,Hume,Indigo,Sep 2004,7.0,155.0
3277,Hume,Indigo,Sep 2005,9.0,170.0
3278,Hume,Indigo,Sep 2006,6.0,180.0
3279,Hume,Indigo,Sep 2007,9.0,205.0
3280,Hume,Indigo,Sep 2008,5.0,205.0
3281,Hume,Indigo,Sep 2009,10.0,188.0
3282,Hume,Indigo,Sep 2010,7.0,230.0
3283,Hume,Indigo,Sep 2011,6.0,215.0
3284,Hume,Indigo,Sep 2012,12.0,218.0
3285,Hume,Indigo,Sep 2013,11.0,200.0
3286,Hume,Indigo,Sep 2014,7.0,250.0
3287,Hume,Indigo,Sep 2015,6.0,250.0
3288,Hume,Indigo,Sep 2016,14.0,245.0
3289,Hume,Indigo,Sep 2017,18.0,260.0
3290,Hume,Indigo,Sep 2018,8.0,235.0
3291,Hume,Indigo,Sep 2019,10.0,265.0
3292,Hume,Indigo,Sep 2020,10.0,300.0
3294,Hume,Mansfield,Dec 2000,5.0,140.0
3295,Hume,Mansfield,Dec 2001,6.0,115.0
3299,Hume,Mansfield,Dec 2005,5.0,125.0
3301,Hume,Mansfield,Dec 2007,7.0,180.0
3303,Hume,Mansfield,Dec 2009,5.0,190.0
3304,Hume,Mansfield,Dec 2010,5.0,200.0
3316,Hume,Mansfield,Jun 2000,8.0,133.0
3317,Hume,Mansfield,Jun 2001,9.0,140.0
3319,Hume,Mansfield,Jun 2003,6.0,143.0
3321,Hume,Mansfield,Jun 2005,5.0,130.0
3322,Hume,Mansfield,Jun 2006,11.0,190.0
3323,Hume,Mansfield,Jun 2007,13.0,198.0
3324,Hume,Mansfield,Jun 2008,7.0,190.0
3325,Hume,Mansfield,Jun 2009,7.0,200.0
3327,Hume,Mansfield,Jun 2011,5.0,220.0
3329,Hume,Mansfield,Jun 2013,6.0,243.0
3331,Hume,Mansfield,Jun 2015,5.0,265.0
3332,Hume,Mansfield,Jun 2016,5.0,250.0
3333,Hume,Mansfield,Jun 2017,8.0,313.0
3334,Hume,Mansfield,Jun 2018,6.0,308.0
3339,Hume,Mansfield,Mar 2001,8.0,128.0
3340,Hume,Mansfield,Mar 2002,5.0,140.0
3341,Hume,Mansfield,Mar 2003,6.0,133.0
3345,Hume,Mansfield,Mar 2007,11.0,185.0
3346,Hume,Mansfield,Mar 2008,11.0,160.0
3347,Hume,Mansfield,Mar 2009,11.0,185.0
3348,Hume,Mansfield,Mar 2010,10.0,185.0
3349,Hume,Mansfield,Mar 2011,6.0,210.0
3352,Hume,Mansfield,Mar 2014,5.0,260.0
3353,Hume,Mansfield,Mar 2015,5.0,290.0
3355,Hume,Mansfield,Mar 2017,8.0,295.0
3356,Hume,Mansfield,Mar 2018,5.0,220.0
3364,Hume,Mansfield,Sep 2003,8.0,128.0
3366,Hume,Mansfield,Sep 2005,7.0,130.0
3367,Hume,Mansfield,Sep 2006,10.0,133.0
3368,Hume,Mansfield,Sep 2007,5.0,215.0
3369,Hume,Mansfield,Sep 2008,5.0,200.0
3371,Hume,Mansfield,Sep 2010,6.0,210.0
3373,Hume,Mansfield,Sep 2012,7.0,220.0
3382,Hume,Mitchell,Dec 1999,13.0,125.0
3383,Hume,Mitchell,Dec 2000,16.0,125.0
3384,Hume,Mitchell,Dec 2001,13.0,140.0
3385,Hume,Mitchell,Dec 2002,18.0,143.0
3386,Hume,Mitchell,Dec 2003,13.0,150.0
3387,Hume,Mitchell,Dec 2004,17.0,160.0
3388,Hume,Mitchell,Dec 2005,9.0,160.0
3389,Hume,Mitchell,Dec 2006,18.0,163.0
3390,Hume,Mitchell,Dec 2007,13.0,180.0
3391,Hume,Mitchell,Dec 2008,11.0,175.0
3392,Hume,Mitchell,Dec 2009,12.0,193.0
3393,Hume,Mitchell,Dec 2010,11.0,200.0
3394,Hume,Mitchell,Dec 2011,10.0,250.0
3395,Hume,Mitchell,Dec 2012,11.0,220.0
3396,Hume,Mitchell,Dec 2013,11.0,230.0
3397,Hume,Mitchell,Dec 2014,9.0,260.0
3398,Hume,Mitchell,Dec 2015,11.0,250.0
3399,Hume,Mitchell,Dec 2016,10.0,245.0
3400,Hume,Mitchell,Dec 2017,9.0,275.0
3401,Hume,Mitchell,Dec 2018,13.0,300.0
3402,Hume,Mitchell,Dec 2019,12.0,285.0
3403,Hume,Mitchell,Dec 2020,9.0,300.0
3404,Hume,Mitchell,Jun 1999,13.0,120.0
3405,Hume,Mitchell,Jun 2000,18.0,130.0
3406,Hume,Mitchell,Jun 2001,10.0,130.0
3407,Hume,Mitchell,Jun 2002,9.0,130.0
3408,Hume,Mitchell,Jun 2003,8.0,138.0
3409,Hume,Mitchell,Jun 2004,7.0,145.0
3410,Hume,Mitchell,Jun 2005,16.0,160.0
3411,Hume,Mitchell,Jun 2006,15.0,155.0
3412,Hume,Mitchell,Jun 2007,14.0,170.0
3413,Hume,Mitchell,Jun 2008,15.0,180.0
3414,Hume,Mitchell,Jun 2009,16.0,178.0
3415,Hume,Mitchell,Jun 2010,10.0,230.0
3416,Hume,Mitchell,Jun 2011,10.0,235.0
3417,Hume,Mitchell,Jun 2012,10.0,245.0
3418,Hume,Mitchell,Jun 2013,9.0,250.0
3419,Hume,Mitchell,Jun 2014,17.0,230.0
3420,Hume,Mitchell,Jun 2015,7.0,280.0
3421,Hume,Mitchell,Jun 2016,19.0,260.0
3422,Hume,Mitchell,Jun 2017,11.0,240.0
3423,Hume,Mitchell,Jun 2018,11.0,290.0
3424,Hume,Mitchell,Jun 2019,13.0,280.0
3425,Hume,Mitchell,Jun 2020,5.0,290.0
3426,Hume,Mitchell,Jun 2021,5.0,280.0
3427,Hume,Mitchell,Mar 2000,14.0,123.0
3428,Hume,Mitchell,Mar 2001,14.0,125.0
3429,Hume,Mitchell,Mar 2002,7.0,125.0
3430,Hume,Mitchell,Mar 2003,12.0,143.0
3431,Hume,Mitchell,Mar 2004,10.0,140.0
3432,Hume,Mitchell,Mar 2005,15.0,150.0
3433,Hume,Mitchell,Mar 2006,13.0,150.0
3434,Hume,Mitchell,Mar 2007,16.0,160.0
3435,Hume,Mitchell,Mar 2008,20.0,165.0
3436,Hume,Mitchell,Mar 2009,10.0,193.0
3437,Hume,Mitchell,Mar 2010,13.0,180.0
3439,Hume,Mitchell,Mar 2012,16.0,235.0
