,Region,LGA,Quater,Count,Median
956,Grampians,Ararat,Mar 2021,16.0,385.0
957,Grampians,Ararat,Sep 1999,7.0,130.0
958,Grampians,Ararat,Sep 2000,6.0,105.0
961,Grampians,Ararat,Sep 2003,9.0,140.0
966,Grampians,Ararat,Sep 2008,5.0,150.0
967,Grampians,Ararat,Sep 2009,5.0,220.0
968,Grampians,Ararat,Sep 2010,10.0,240.0
970,Grampians,Ararat,Sep 2012,12.0,270.0
971,Grampians,Ararat,Sep 2013,13.0,330.0
972,Grampians,Ararat,Sep 2014,8.0,255.0
973,Grampians,Ararat,Sep 2015,15.0,300.0
974,Grampians,Ararat,Sep 2016,11.0,320.0
975,Grampians,Ararat,Sep 2017,12.0,300.0
976,Grampians,Ararat,Sep 2018,17.0,350.0
977,Grampians,Ararat,Sep 2019,16.0,318.0
978,Grampians,Ararat,Sep 2020,12.0,320.0
979,Grampians,Ballarat,Dec 1999,66.0,170.0
980,Grampians,Ballarat,Dec 2000,56.0,220.0
981,Grampians,Ballarat,Dec 2001,56.0,210.0
982,Grampians,Ballarat,Dec 2002,91.0,250.0
983,Grampians,Ballarat,Dec 2003,79.0,250.0
984,Grampians,Ballarat,Dec 2004,83.0,250.0
985,Grampians,Ballarat,Dec 2005,75.0,260.0
986,Grampians,Ballarat,Dec 2006,61.0,280.0
987,Grampians,Ballarat,Dec 2007,90.0,283.0
988,Grampians,Ballarat,Dec 2008,113.0,300.0
989,Grampians,Ballarat,Dec 2009,105.0,320.0
990,Grampians,Ballarat,Dec 2010,111.0,350.0
991,Grampians,Ballarat,Dec 2011,137.0,350.0
992,Grampians,Ballarat,Dec 2012,173.0,350.0
993,Grampians,Ballarat,Dec 2013,159.0,360.0
994,Grampians,Ballarat,Dec 2014,166.0,360.0
995,Grampians,Ballarat,Dec 2015,195.0,355.0
996,Grampians,Ballarat,Dec 2016,199.0,360.0
997,Grampians,Ballarat,Dec 2017,186.0,370.0
998,Grampians,Ballarat,Dec 2018,184.0,400.0
999,Grampians,Ballarat,Dec 2019,249.0,395.0
1000,Grampians,Ballarat,Dec 2020,270.0,400.0
1001,Grampians,Ballarat,Jun 1999,56.0,150.0
1002,Grampians,Ballarat,Jun 2000,42.0,168.0
1003,Grampians,Ballarat,Jun 2001,44.0,180.0
1004,Grampians,Ballarat,Jun 2002,41.0,210.0
1005,Grampians,Ballarat,Jun 2003,60.0,230.0
1006,Grampians,Ballarat,Jun 2004,68.0,240.0
1007,Grampians,Ballarat,Jun 2005,78.0,250.0
1008,Grampians,Ballarat,Jun 2006,57.0,270.0
1009,Grampians,Ballarat,Jun 2007,70.0,290.0
1010,Grampians,Ballarat,Jun 2008,89.0,295.0
1011,Grampians,Ballarat,Jun 2009,93.0,300.0
1012,Grampians,Ballarat,Jun 2010,68.0,320.0
1013,Grampians,Ballarat,Jun 2011,87.0,340.0
1014,Grampians,Ballarat,Jun 2012,113.0,350.0
1015,Grampians,Ballarat,Jun 2013,118.0,350.0
1016,Grampians,Ballarat,Jun 2014,157.0,350.0
1017,Grampians,Ballarat,Jun 2015,160.0,345.0
1018,Grampians,Ballarat,Jun 2016,184.0,350.0
1019,Grampians,Ballarat,Jun 2017,190.0,360.0
1020,Grampians,Ballarat,Jun 2018,152.0,375.0
1021,Grampians,Ballarat,Jun 2019,194.0,400.0
1022,Grampians,Ballarat,Jun 2020,253.0,385.0
1023,Grampians,Ballarat,Jun 2021,284.0,415.0
1024,Grampians,Ballarat,Mar 2000,114.0,160.0
1025,Grampians,Ballarat,Mar 2001,78.0,180.0
1026,Grampians,Ballarat,Mar 2002,96.0,220.0
1027,Grampians,Ballarat,Mar 2003,116.0,223.0
1028,Grampians,Ballarat,Mar 2004,105.0,260.0
1029,Grampians,Ballarat,Mar 2005,100.0,260.0
1030,Grampians,Ballarat,Mar 2006,106.0,260.0
1031,Grampians,Ballarat,Mar 2007,107.0,280.0
1032,Grampians,Ballarat,Mar 2008,115.0,270.0
1033,Grampians,Ballarat,Mar 2009,122.0,305.0
1034,Grampians,Ballarat,Mar 2010,125.0,320.0
1035,Grampians,Ballarat,Mar 2011,132.0,348.0
1036,Grampians,Ballarat,Mar 2012,147.0,360.0
1037,Grampians,Ballarat,Mar 2013,170.0,350.0
1038,Grampians,Ballarat,Mar 2014,171.0,350.0
1039,Grampians,Ballarat,Mar 2015,176.0,360.0
1040,Grampians,Ballarat,Mar 2016,188.0,350.0
1041,Grampians,Ballarat,Mar 2017,169.0,365.0
1042,Grampians,Ballarat,Mar 2018,209.0,375.0
1043,Grampians,Ballarat,Mar 2019,202.0,400.0
1044,Grampians,Ballarat,Mar 2020,304.0,395.0
1045,Grampians,Ballarat,Mar 2021,284.0,420.0
1046,Grampians,Ballarat,Sep 1999,39.0,160.0
1047,Grampians,Ballarat,Sep 2000,48.0,180.0
1048,Grampians,Ballarat,Sep 2001,58.0,215.0
1049,Grampians,Ballarat,Sep 2002,40.0,235.0
1050,Grampians,Ballarat,Sep 2003,62.0,230.0
1051,Grampians,Ballarat,Sep 2004,80.0,240.0
1052,Grampians,Ballarat,Sep 2005,65.0,260.0
1053,Grampians,Ballarat,Sep 2006,55.0,260.0
1054,Grampians,Ballarat,Sep 2007,66.0,270.0
1055,Grampians,Ballarat,Sep 2008,80.0,298.0
1056,Grampians,Ballarat,Sep 2009,84.0,295.0
1057,Grampians,Ballarat,Sep 2010,81.0,320.0
1058,Grampians,Ballarat,Sep 2011,104.0,350.0
1059,Grampians,Ballarat,Sep 2012,107.0,340.0
1060,Grampians,Ballarat,Sep 2013,143.0,350.0
1061,Grampians,Ballarat,Sep 2014,162.0,350.0
1062,Grampians,Ballarat,Sep 2015,177.0,350.0
1063,Grampians,Ballarat,Sep 2016,150.0,350.0
1064,Grampians,Ballarat,Sep 2017,162.0,350.0
1065,Grampians,Ballarat,Sep 2018,169.0,385.0
1066,Grampians,Ballarat,Sep 2019,202.0,390.0
1067,Grampians,Ballarat,Sep 2020,276.0,393.0
1068,Grampians,Golden Plains,Dec 1999,5.0,150.0
1069,Grampians,Golden Plains,Dec 2000,6.0,160.0
1074,Grampians,Golden Plains,Dec 2005,5.0,230.0
1075,Grampians,Golden Plains,Dec 2006,7.0,240.0
1076,Grampians,Golden Plains,Dec 2007,10.0,260.0
1077,Grampians,Golden Plains,Dec 2008,5.0,345.0
1078,Grampians,Golden Plains,Dec 2009,10.0,295.0
1079,Grampians,Golden Plains,Dec 2010,7.0,315.0
1080,Grampians,Golden Plains,Dec 2011,9.0,365.0
1081,Grampians,Golden Plains,Dec 2012,11.0,350.0
1082,Grampians,Golden Plains,Dec 2013,11.0,380.0
1083,Grampians,Golden Plains,Dec 2014,9.0,375.0
1084,Grampians,Golden Plains,Dec 2015,13.0,380.0
1085,Grampians,Golden Plains,Dec 2016,9.0,400.0
1086,Grampians,Golden Plains,Dec 2017,16.0,420.0
1087,Grampians,Golden Plains,Dec 2018,8.0,445.0
1088,Grampians,Golden Plains,Dec 2019,14.0,460.0
1089,Grampians,Golden Plains,Dec 2020,22.0,460.0
1090,Grampians,Golden Plains,Jun 1999,5.0,160.0
1099,Grampians,Golden Plains,Jun 2008,10.0,275.0
1100,Grampians,Golden Plains,Jun 2009,7.0,300.0
1102,Grampians,Golden Plains,Jun 2011,8.0,328.0
1103,Grampians,Golden Plains,Jun 2012,10.0,370.0
1104,Grampians,Golden Plains,Jun 2013,9.0,350.0
1105,Grampians,Golden Plains,Jun 2014,11.0,380.0
1106,Grampians,Golden Plains,Jun 2015,8.0,403.0
1107,Grampians,Golden Plains,Jun 2016,12.0,390.0
1108,Grampians,Golden Plains,Jun 2017,11.0,420.0
1109,Grampians,Golden Plains,Jun 2018,12.0,420.0
1110,Grampians,Golden Plains,Jun 2019,14.0,440.0
1111,Grampians,Golden Plains,Jun 2020,22.0,435.0
1112,Grampians,Golden Plains,Jun 2021,24.0,460.0
1113,Grampians,Golden Plains,Mar 2000,5.0,180.0
1118,Grampians,Golden Plains,Mar 2005,7.0,250.0
1122,Grampians,Golden Plains,Mar 2009,8.0,280.0
1123,Grampians,Golden Plains,Mar 2010,5.0,320.0
1124,Grampians,Golden Plains,Mar 2011,8.0,315.0
1125,Grampians,Golden Plains,Mar 2012,6.0,385.0
1126,Grampians,Golden Plains,Mar 2013,9.0,430.0
1127,Grampians,Golden Plains,Mar 2014,8.0,398.0
1128,Grampians,Golden Plains,Mar 2015,9.0,370.0
1129,Grampians,Golden Plains,Mar 2016,13.0,395.0
1130,Grampians,Golden Plains,Mar 2017,13.0,390.0
1131,Grampians,Golden Plains,Mar 2018,11.0,430.0
1132,Grampians,Golden Plains,Mar 2019,11.0,440.0
1133,Grampians,Golden Plains,Mar 2020,20.0,440.0
1134,Grampians,Golden Plains,Mar 2021,16.0,455.0
1137,Grampians,Golden Plains,Sep 2001,6.0,160.0
1143,Grampians,Golden Plains,Sep 2007,6.0,275.0
1144,Grampians,Golden Plains,Sep 2008,7.0,275.0
1146,Grampians,Golden Plains,Sep 2010,11.0,340.0
1147,Grampians,Golden Plains,Sep 2011,13.0,380.0
1148,Grampians,Golden Plains,Sep 2012,11.0,380.0
1149,Grampians,Golden Plains,Sep 2013,12.0,375.0
1150,Grampians,Golden Plains,Sep 2014,6.0,373.0
1151,Grampians,Golden Plains,Sep 2015,17.0,380.0
1152,Grampians,Golden Plains,Sep 2016,11.0,380.0
1153,Grampians,Golden Plains,Sep 2017,13.0,400.0
1154,Grampians,Golden Plains,Sep 2018,8.0,400.0
1155,Grampians,Golden Plains,Sep 2019,15.0,430.0
1156,Grampians,Golden Plains,Sep 2020,23.0,395.0
1165,Grampians,Hepburn,Dec 2007,6.0,205.0
1166,Grampians,Hepburn,Dec 2008,7.0,238.0
1167,Grampians,Hepburn,Dec 2009,5.0,280.0
1169,Grampians,Hepburn,Dec 2011,5.0,400.0
1171,Grampians,Hepburn,Dec 2013,8.0,355.0
1172,Grampians,Hepburn,Dec 2014,6.0,310.0
1173,Grampians,Hepburn,Dec 2015,6.0,405.0
1174,Grampians,Hepburn,Dec 2016,12.0,360.0
1175,Grampians,Hepburn,Dec 2017,10.0,360.0
1180,Grampians,Hepburn,Jun 2000,12.0,160.0
1181,Grampians,Hepburn,Jun 2001,8.0,150.0
1182,Grampians,Hepburn,Jun 2002,6.0,155.0
1183,Grampians,Hepburn,Jun 2003,5.0,180.0
1184,Grampians,Hepburn,Jun 2004,6.0,200.0
1188,Grampians,Hepburn,Jun 2008,6.0,220.0
1189,Grampians,Hepburn,Jun 2009,10.0,230.0
1190,Grampians,Hepburn,Jun 2010,6.0,280.0
1194,Grampians,Hepburn,Jun 2014,9.0,285.0
1195,Grampians,Hepburn,Jun 2015,11.0,410.0
1196,Grampians,Hepburn,Jun 2016,8.0,330.0
1198,Grampians,Hepburn,Jun 2018,6.0,383.0
1202,Grampians,Hepburn,Mar 2000,7.0,150.0
1203,Grampians,Hepburn,Mar 2001,6.0,153.0
1204,Grampians,Hepburn,Mar 2002,7.0,165.0
1205,Grampians,Hepburn,Mar 2003,8.0,198.0
1206,Grampians,Hepburn,Mar 2004,5.0,175.0
1209,Grampians,Hepburn,Mar 2007,10.0,205.0
1210,Grampians,Hepburn,Mar 2008,5.0,250.0
1211,Grampians,Hepburn,Mar 2009,6.0,278.0
1214,Grampians,Hepburn,Mar 2012,5.0,300.0
1215,Grampians,Hepburn,Mar 2013,7.0,350.0
1216,Grampians,Hepburn,Mar 2014,11.0,350.0
1217,Grampians,Hepburn,Mar 2015,10.0,300.0
1218,Grampians,Hepburn,Mar 2016,5.0,270.0
1220,Grampians,Hepburn,Mar 2018,5.0,365.0
1224,Grampians,Hepburn,Sep 1999,7.0,130.0
1226,Grampians,Hepburn,Sep 2001,7.0,150.0
1227,Grampians,Hepburn,Sep 2002,5.0,150.0
1228,Grampians,Hepburn,Sep 2003,9.0,175.0
1230,Grampians,Hepburn,Sep 2005,9.0,220.0
1231,Grampians,Hepburn,Sep 2006,5.0,230.0
1232,Grampians,Hepburn,Sep 2007,7.0,250.0
1233,Grampians,Hepburn,Sep 2008,11.0,210.0
1234,Grampians,Hepburn,Sep 2009,8.0,260.0
1235,Grampians,Hepburn,Sep 2010,9.0,300.0
1236,Grampians,Hepburn,Sep 2011,7.0,300.0
1237,Grampians,Hepburn,Sep 2012,11.0,280.0
1238,Grampians,Hepburn,Sep 2013,8.0,283.0
1239,Grampians,Hepburn,Sep 2014,5.0,330.0
1240,Grampians,Hepburn,Sep 2015,8.0,315.0
1241,Grampians,Hepburn,Sep 2016,10.0,355.0
1242,Grampians,Hepburn,Sep 2017,12.0,395.0
1247,Grampians,Hindmarsh,Dec 2000,5.0,120.0
1279,Grampians,Hindmarsh,Jun 2010,5.0,170.0
1324,Grampians,Hindmarsh,Sep 2010,5.0,170.0
1327,Grampians,Hindmarsh,Sep 2013,6.0,175.0
1335,Grampians,Horsham,Dec 1999,7.0,180.0
1336,Grampians,Horsham,Dec 2000,9.0,170.0
1337,Grampians,Horsham,Dec 2001,9.0,215.0
1338,Grampians,Horsham,Dec 2002,10.0,190.0
1339,Grampians,Horsham,Dec 2003,9.0,210.0
1340,Grampians,Horsham,Dec 2004,14.0,235.0
1341,Grampians,Horsham,Dec 2005,12.0,245.0
1342,Grampians,Horsham,Dec 2006,20.0,220.0
1343,Grampians,Horsham,Dec 2007,12.0,245.0
1344,Grampians,Horsham,Dec 2008,9.0,270.0
1345,Grampians,Horsham,Dec 2009,11.0,320.0
1346,Grampians,Horsham,Dec 2010,8.0,253.0
1347,Grampians,Horsham,Dec 2011,18.0,330.0
1348,Grampians,Horsham,Dec 2012,12.0,325.0
1349,Grampians,Horsham,Dec 2013,20.0,330.0
1350,Grampians,Horsham,Dec 2014,19.0,330.0
1351,Grampians,Horsham,Dec 2015,13.0,345.0
1352,Grampians,Horsham,Dec 2016,20.0,353.0
1353,Grampians,Horsham,Dec 2017,12.0,345.0
1354,Grampians,Horsham,Dec 2018,19.0,375.0
1355,Grampians,Horsham,Dec 2019,27.0,400.0
1356,Grampians,Horsham,Dec 2020,16.0,415.0
1357,Grampians,Horsham,Jun 1999,12.0,160.0
1358,Grampians,Horsham,Jun 2000,6.0,158.0
1359,Grampians,Horsham,Jun 2001,10.0,193.0
1360,Grampians,Horsham,Jun 2002,11.0,200.0
1361,Grampians,Horsham,Jun 2003,6.0,180.0
1362,Grampians,Horsham,Jun 2004,11.0,200.0
1363,Grampians,Horsham,Jun 2005,15.0,240.0
1364,Grampians,Horsham,Jun 2006,11.0,210.0
1365,Grampians,Horsham,Jun 2007,15.0,265.0
1366,Grampians,Horsham,Jun 2008,19.0,240.0
1367,Grampians,Horsham,Jun 2009,24.0,275.0
1368,Grampians,Horsham,Jun 2010,18.0,270.0
1369,Grampians,Horsham,Jun 2011,15.0,265.0
1370,Grampians,Horsham,Jun 2012,14.0,350.0
1371,Grampians,Horsham,Jun 2013,19.0,310.0
1372,Grampians,Horsham,Jun 2014,15.0,360.0
1373,Grampians,Horsham,Jun 2015,13.0,360.0
1374,Grampians,Horsham,Jun 2016,14.0,360.0
1375,Grampians,Horsham,Jun 2017,22.0,328.0
1376,Grampians,Horsham,Jun 2018,20.0,363.0
1377,Grampians,Horsham,Jun 2019,14.0,375.0
1378,Grampians,Horsham,Jun 2020,20.0,350.0
1379,Grampians,Horsham,Jun 2021,15.0,510.0
1380,Grampians,Horsham,Mar 2000,13.0,150.0
1381,Grampians,Horsham,Mar 2001,7.0,240.0
1382,Grampians,Horsham,Mar 2002,14.0,165.0
1383,Grampians,Horsham,Mar 2003,19.0,190.0
1384,Grampians,Horsham,Mar 2004,18.0,225.0
1385,Grampians,Horsham,Mar 2005,12.0,248.0
1386,Grampians,Horsham,Mar 2006,9.0,260.0
1387,Grampians,Horsham,Mar 2007,11.0,210.0
1388,Grampians,Horsham,Mar 2008,28.0,250.0
1389,Grampians,Horsham,Mar 2009,22.0,250.0
1390,Grampians,Horsham,Mar 2010,14.0,295.0
1391,Grampians,Horsham,Mar 2011,18.0,293.0
1392,Grampians,Horsham,Mar 2012,23.0,300.0
1393,Grampians,Horsham,Mar 2013,20.0,300.0
1394,Grampians,Horsham,Mar 2014,17.0,350.0
1395,Grampians,Horsham,Mar 2015,14.0,358.0
1396,Grampians,Horsham,Mar 2016,25.0,340.0
1397,Grampians,Horsham,Mar 2017,26.0,343.0
1398,Grampians,Horsham,Mar 2018,36.0,355.0
1399,Grampians,Horsham,Mar 2019,27.0,390.0
1400,Grampians,Horsham,Mar 2020,17.0,335.0
1401,Grampians,Horsham,Mar 2021,16.0,400.0
1402,Grampians,Horsham,Sep 1999,16.0,140.0
1403,Grampians,Horsham,Sep 2000,18.0,160.0
1404,Grampians,Horsham,Sep 2001,11.0,170.0
1405,Grampians,Horsham,Sep 2002,7.0,230.0
1406,Grampians,Horsham,Sep 2003,12.0,210.0
1407,Grampians,Horsham,Sep 2004,22.0,205.0
1408,Grampians,Horsham,Sep 2005,8.0,190.0
1409,Grampians,Horsham,Sep 2006,6.0,190.0
1410,Grampians,Horsham,Sep 2007,11.0,240.0
1411,Grampians,Horsham,Sep 2008,18.0,250.0
1412,Grampians,Horsham,Sep 2009,13.0,220.0
1413,Grampians,Horsham,Sep 2010,17.0,280.0
1414,Grampians,Horsham,Sep 2011,17.0,280.0
1415,Grampians,Horsham,Sep 2012,19.0,310.0
1416,Grampians,Horsham,Sep 2013,11.0,350.0
1417,Grampians,Horsham,Sep 2014,15.0,350.0
1418,Grampians,Horsham,Sep 2015,20.0,315.0
1419,Grampians,Horsham,Sep 2016,14.0,330.0
1420,Grampians,Horsham,Sep 2017,21.0,340.0
1421,Grampians,Horsham,Sep 2018,22.0,340.0
1422,Grampians,Horsham,Sep 2019,18.0,405.0
1423,Grampians,Horsham,Sep 2020,12.0,360.0
1424,Grampians,Moorabool,Dec 1999,6.0,155.0
1425,Grampians,Moorabool,Dec 2000,6.0,165.0
1426,Grampians,Moorabool,Dec 2001,7.0,200.0
1427,Grampians,Moorabool,Dec 2002,6.0,218.0
1428,Grampians,Moorabool,Dec 2003,10.0,200.0
1429,Grampians,Moorabool,Dec 2004,10.0,233.0
1430,Grampians,Moorabool,Dec 2005,10.0,215.0
1431,Grampians,Moorabool,Dec 2006,12.0,238.0
1432,Grampians,Moorabool,Dec 2007,17.0,240.0
1433,Grampians,Moorabool,Dec 2008,26.0,320.0
1434,Grampians,Moorabool,Dec 2009,37.0,310.0
1435,Grampians,Moorabool,Dec 2010,32.0,340.0
1436,Grampians,Moorabool,Dec 2011,46.0,320.0
1437,Grampians,Moorabool,Dec 2012,47.0,330.0
1438,Grampians,Moorabool,Dec 2013,37.0,340.0
1439,Grampians,Moorabool,Dec 2014,29.0,335.0
1440,Grampians,Moorabool,Dec 2015,37.0,345.0
1441,Grampians,Moorabool,Dec 2016,31.0,360.0
1442,Grampians,Moorabool,Dec 2017,25.0,380.0
1443,Grampians,Moorabool,Dec 2018,34.0,400.0
1444,Grampians,Moorabool,Dec 2019,40.0,400.0
1445,Grampians,Moorabool,Dec 2020,48.0,420.0
1446,Grampians,Moorabool,Jun 1999,11.0,165.0
1447,Grampians,Moorabool,Jun 2000,7.0,180.0
1448,Grampians,Moorabool,Jun 2001,8.0,173.0
1449,Grampians,Moorabool,Jun 2002,5.0,175.0
1450,Grampians,Moorabool,Jun 2003,14.0,178.0
1451,Grampians,Moorabool,Jun 2004,12.0,230.0
1452,Grampians,Moorabool,Jun 2005,13.0,220.0
1453,Grampians,Moorabool,Jun 2006,14.0,225.0
1454,Grampians,Moorabool,Jun 2007,9.0,255.0
1455,Grampians,Moorabool,Jun 2008,14.0,320.0
1456,Grampians,Moorabool,Jun 2009,16.0,310.0
1457,Grampians,Moorabool,Jun 2010,25.0,320.0
1458,Grampians,Moorabool,Jun 2011,37.0,340.0
1459,Grampians,Moorabool,Jun 2012,34.0,323.0
1460,Grampians,Moorabool,Jun 2013,47.0,340.0
1461,Grampians,Moorabool,Jun 2014,39.0,330.0
1462,Grampians,Moorabool,Jun 2015,31.0,350.0
1463,Grampians,Moorabool,Jun 2016,29.0,350.0
1464,Grampians,Moorabool,Jun 2017,29.0,360.0
1465,Grampians,Moorabool,Jun 2018,29.0,370.0
1466,Grampians,Moorabool,Jun 2019,42.0,400.0
