,Region,LGA,Quater,Count,Median
898,Grampians,Ararat,Dec 2007,24.0,160.0
899,Grampians,Ararat,Dec 2008,18.0,168.0
900,Grampians,Ararat,Dec 2009,31.0,170.0
901,Grampians,Ararat,Dec 2010,31.0,175.0
902,Grampians,Ararat,Dec 2011,30.0,220.0
903,Grampians,Ararat,Dec 2012,43.0,220.0
904,Grampians,Ararat,Dec 2013,30.0,225.0
905,Grampians,Ararat,Dec 2014,39.0,240.0
906,Grampians,Ararat,Dec 2015,46.0,250.0
907,Grampians,Ararat,Dec 2016,36.0,240.0
908,Grampians,Ararat,Dec 2017,51.0,250.0
909,Grampians,Ararat,Dec 2018,36.0,270.0
910,Grampians,Ararat,Dec 2019,30.0,270.0
911,Grampians,Ararat,Dec 2020,32.0,280.0
912,Grampians,Ararat,Jun 1999,49.0,110.0
913,Grampians,Ararat,Jun 2000,31.0,100.0
914,Grampians,Ararat,Jun 2001,24.0,110.0
915,Grampians,Ararat,Jun 2002,23.0,120.0
916,Grampians,Ararat,Jun 2003,21.0,125.0
917,Grampians,Ararat,Jun 2004,25.0,125.0
918,Grampians,Ararat,Jun 2005,28.0,143.0
919,Grampians,Ararat,Jun 2006,26.0,140.0
920,Grampians,Ararat,Jun 2007,21.0,160.0
921,Grampians,Ararat,Jun 2008,27.0,150.0
922,Grampians,Ararat,Jun 2009,32.0,183.0
923,Grampians,Ararat,Jun 2010,37.0,185.0
924,Grampians,Ararat,Jun 2011,32.0,223.0
925,Grampians,Ararat,Jun 2012,36.0,235.0
926,Grampians,Ararat,Jun 2013,38.0,265.0
927,Grampians,Ararat,Jun 2014,26.0,248.0
928,Grampians,Ararat,Jun 2015,35.0,250.0
929,Grampians,Ararat,Jun 2016,44.0,235.0
930,Grampians,Ararat,Jun 2017,40.0,250.0
931,Grampians,Ararat,Jun 2018,52.0,260.0
932,Grampians,Ararat,Jun 2019,41.0,280.0
933,Grampians,Ararat,Jun 2020,34.0,280.0
934,Grampians,Ararat,Jun 2021,20.0,290.0
935,Grampians,Ararat,Mar 2000,41.0,110.0
936,Grampians,Ararat,Mar 2001,31.0,110.0
937,Grampians,Ararat,Mar 2002,26.0,110.0
938,Grampians,Ararat,Mar 2003,36.0,128.0
939,Grampians,Ararat,Mar 2004,31.0,130.0
940,Grampians,Ararat,Mar 2005,25.0,135.0
941,Grampians,Ararat,Mar 2006,23.0,140.0
942,Grampians,Ararat,Mar 2007,36.0,150.0
943,Grampians,Ararat,Mar 2008,24.0,163.0
944,Grampians,Ararat,Mar 2009,39.0,160.0
945,Grampians,Ararat,Mar 2010,31.0,195.0
946,Grampians,Ararat,Mar 2011,45.0,210.0
947,Grampians,Ararat,Mar 2012,40.0,220.0
948,Grampians,Ararat,Mar 2013,50.0,235.0
949,Grampians,Ararat,Mar 2014,39.0,250.0
950,Grampians,Ararat,Mar 2015,54.0,250.0
951,Grampians,Ararat,Mar 2016,35.0,240.0
952,Grampians,Ararat,Mar 2017,40.0,260.0
953,Grampians,Ararat,Mar 2018,30.0,250.0
954,Grampians,Ararat,Mar 2019,31.0,300.0
955,Grampians,Ararat,Mar 2020,36.0,280.0
956,Grampians,Ararat,Mar 2021,39.0,300.0
957,Grampians,Ararat,Sep 1999,25.0,110.0
958,Grampians,Ararat,Sep 2000,32.0,105.0
959,Grampians,Ararat,Sep 2001,23.0,110.0
960,Grampians,Ararat,Sep 2002,21.0,120.0
961,Grampians,Ararat,Sep 2003,25.0,130.0
962,Grampians,Ararat,Sep 2004,35.0,135.0
963,Grampians,Ararat,Sep 2005,22.0,145.0
964,Grampians,Ararat,Sep 2006,19.0,155.0
965,Grampians,Ararat,Sep 2007,20.0,150.0
966,Grampians,Ararat,Sep 2008,25.0,165.0
967,Grampians,Ararat,Sep 2009,34.0,170.0
968,Grampians,Ararat,Sep 2010,47.0,200.0
969,Grampians,Ararat,Sep 2011,47.0,230.0
970,Grampians,Ararat,Sep 2012,39.0,220.0
971,Grampians,Ararat,Sep 2013,30.0,245.0
972,Grampians,Ararat,Sep 2014,48.0,248.0
973,Grampians,Ararat,Sep 2015,44.0,238.0
974,Grampians,Ararat,Sep 2016,48.0,270.0
975,Grampians,Ararat,Sep 2017,33.0,260.0
976,Grampians,Ararat,Sep 2018,41.0,270.0
977,Grampians,Ararat,Sep 2019,34.0,270.0
978,Grampians,Ararat,Sep 2020,32.0,290.0
979,Grampians,Ballarat,Dec 1999,262.0,145.0
980,Grampians,Ballarat,Dec 2000,281.0,150.0
981,Grampians,Ballarat,Dec 2001,276.0,160.0
982,Grampians,Ballarat,Dec 2002,292.0,170.0
983,Grampians,Ballarat,Dec 2003,311.0,180.0
984,Grampians,Ballarat,Dec 2004,309.0,190.0
985,Grampians,Ballarat,Dec 2005,287.0,190.0
986,Grampians,Ballarat,Dec 2006,281.0,210.0
987,Grampians,Ballarat,Dec 2007,334.0,200.0
988,Grampians,Ballarat,Dec 2008,342.0,230.0
989,Grampians,Ballarat,Dec 2009,367.0,240.0
990,Grampians,Ballarat,Dec 2010,390.0,255.0
991,Grampians,Ballarat,Dec 2011,413.0,269.0
992,Grampians,Ballarat,Dec 2012,452.0,270.0
993,Grampians,Ballarat,Dec 2013,436.0,275.0
994,Grampians,Ballarat,Dec 2014,500.0,275.0
995,Grampians,Ballarat,Dec 2015,504.0,280.0
996,Grampians,Ballarat,Dec 2016,459.0,285.0
997,Grampians,Ballarat,Dec 2017,464.0,295.0
998,Grampians,Ballarat,Dec 2018,421.0,320.0
999,Grampians,Ballarat,Dec 2019,452.0,330.0
1000,Grampians,Ballarat,Dec 2020,401.0,340.0
1001,Grampians,Ballarat,Jun 1999,267.0,140.0
1002,Grampians,Ballarat,Jun 2000,271.0,150.0
1003,Grampians,Ballarat,Jun 2001,234.0,160.0
1004,Grampians,Ballarat,Jun 2002,294.0,175.0
1005,Grampians,Ballarat,Jun 2003,331.0,180.0
1006,Grampians,Ballarat,Jun 2004,277.0,180.0
1007,Grampians,Ballarat,Jun 2005,314.0,190.0
1008,Grampians,Ballarat,Jun 2006,283.0,190.0
1009,Grampians,Ballarat,Jun 2007,295.0,210.0
1010,Grampians,Ballarat,Jun 2008,346.0,220.0
1011,Grampians,Ballarat,Jun 2009,363.0,230.0
1012,Grampians,Ballarat,Jun 2010,356.0,250.0
1013,Grampians,Ballarat,Jun 2011,375.0,270.0
1014,Grampians,Ballarat,Jun 2012,429.0,270.0
1015,Grampians,Ballarat,Jun 2013,463.0,275.0
1016,Grampians,Ballarat,Jun 2014,429.0,270.0
1017,Grampians,Ballarat,Jun 2015,449.0,275.0
1018,Grampians,Ballarat,Jun 2016,454.0,280.0
1019,Grampians,Ballarat,Jun 2017,441.0,290.0
1020,Grampians,Ballarat,Jun 2018,407.0,300.0
1021,Grampians,Ballarat,Jun 2019,425.0,320.0
1022,Grampians,Ballarat,Jun 2020,445.0,320.0
1023,Grampians,Ballarat,Jun 2021,378.0,343.0
1024,Grampians,Ballarat,Mar 2000,438.0,145.0
1025,Grampians,Ballarat,Mar 2001,352.0,155.0
1026,Grampians,Ballarat,Mar 2002,359.0,165.0
1027,Grampians,Ballarat,Mar 2003,395.0,170.0
1028,Grampians,Ballarat,Mar 2004,400.0,185.0
1029,Grampians,Ballarat,Mar 2005,438.0,190.0
1030,Grampians,Ballarat,Mar 2006,394.0,195.0
1031,Grampians,Ballarat,Mar 2007,371.0,200.0
1032,Grampians,Ballarat,Mar 2008,411.0,220.0
1033,Grampians,Ballarat,Mar 2009,428.0,230.0
1034,Grampians,Ballarat,Mar 2010,426.0,240.0
1035,Grampians,Ballarat,Mar 2011,451.0,260.0
1036,Grampians,Ballarat,Mar 2012,475.0,270.0
1037,Grampians,Ballarat,Mar 2013,483.0,270.0
1038,Grampians,Ballarat,Mar 2014,501.0,280.0
1039,Grampians,Ballarat,Mar 2015,515.0,280.0
1040,Grampians,Ballarat,Mar 2016,539.0,280.0
1041,Grampians,Ballarat,Mar 2017,527.0,290.0
1042,Grampians,Ballarat,Mar 2018,527.0,300.0
1043,Grampians,Ballarat,Mar 2019,461.0,330.0
1044,Grampians,Ballarat,Mar 2020,497.0,330.0
1045,Grampians,Ballarat,Mar 2021,469.0,345.0
1046,Grampians,Ballarat,Sep 1999,289.0,140.0
1047,Grampians,Ballarat,Sep 2000,311.0,150.0
1048,Grampians,Ballarat,Sep 2001,254.0,165.0
1049,Grampians,Ballarat,Sep 2002,260.0,170.0
1050,Grampians,Ballarat,Sep 2003,305.0,180.0
1051,Grampians,Ballarat,Sep 2004,296.0,180.0
1052,Grampians,Ballarat,Sep 2005,337.0,190.0
1053,Grampians,Ballarat,Sep 2006,325.0,195.0
1054,Grampians,Ballarat,Sep 2007,318.0,200.0
1055,Grampians,Ballarat,Sep 2008,320.0,225.0
1056,Grampians,Ballarat,Sep 2009,345.0,230.0
1057,Grampians,Ballarat,Sep 2010,339.0,250.0
1058,Grampians,Ballarat,Sep 2011,375.0,265.0
1059,Grampians,Ballarat,Sep 2012,428.0,270.0
1060,Grampians,Ballarat,Sep 2013,444.0,270.0
1061,Grampians,Ballarat,Sep 2014,454.0,275.0
1062,Grampians,Ballarat,Sep 2015,452.0,280.0
1063,Grampians,Ballarat,Sep 2016,498.0,290.0
1064,Grampians,Ballarat,Sep 2017,478.0,290.0
1065,Grampians,Ballarat,Sep 2018,429.0,310.0
1066,Grampians,Ballarat,Sep 2019,441.0,320.0
1067,Grampians,Ballarat,Sep 2020,506.0,330.0
1068,Grampians,Golden Plains,Dec 1999,11.0,125.0
1069,Grampians,Golden Plains,Dec 2000,11.0,130.0
1070,Grampians,Golden Plains,Dec 2001,8.0,145.0
1071,Grampians,Golden Plains,Dec 2002,11.0,160.0
1072,Grampians,Golden Plains,Dec 2003,17.0,180.0
1073,Grampians,Golden Plains,Dec 2004,17.0,180.0
1074,Grampians,Golden Plains,Dec 2005,14.0,183.0
1075,Grampians,Golden Plains,Dec 2006,20.0,205.0
1076,Grampians,Golden Plains,Dec 2007,20.0,230.0
1077,Grampians,Golden Plains,Dec 2008,17.0,250.0
1078,Grampians,Golden Plains,Dec 2009,9.0,250.0
1079,Grampians,Golden Plains,Dec 2010,20.0,263.0
1080,Grampians,Golden Plains,Dec 2011,22.0,320.0
1081,Grampians,Golden Plains,Dec 2012,23.0,330.0
1082,Grampians,Golden Plains,Dec 2013,23.0,315.0
1083,Grampians,Golden Plains,Dec 2014,18.0,330.0
1084,Grampians,Golden Plains,Dec 2015,22.0,318.0
1085,Grampians,Golden Plains,Dec 2016,17.0,320.0
1086,Grampians,Golden Plains,Dec 2017,11.0,350.0
1087,Grampians,Golden Plains,Dec 2018,9.0,390.0
1088,Grampians,Golden Plains,Dec 2019,10.0,370.0
1089,Grampians,Golden Plains,Dec 2020,26.0,391.0
1090,Grampians,Golden Plains,Jun 1999,16.0,145.0
1091,Grampians,Golden Plains,Jun 2000,6.0,130.0
1092,Grampians,Golden Plains,Jun 2001,14.0,143.0
1093,Grampians,Golden Plains,Jun 2002,15.0,150.0
1094,Grampians,Golden Plains,Jun 2003,9.0,150.0
1095,Grampians,Golden Plains,Jun 2004,9.0,220.0
1096,Grampians,Golden Plains,Jun 2005,10.0,200.0
1097,Grampians,Golden Plains,Jun 2006,15.0,200.0
1098,Grampians,Golden Plains,Jun 2007,15.0,200.0
1099,Grampians,Golden Plains,Jun 2008,13.0,250.0
1100,Grampians,Golden Plains,Jun 2009,22.0,250.0
1101,Grampians,Golden Plains,Jun 2010,16.0,280.0
1102,Grampians,Golden Plains,Jun 2011,20.0,305.0
1103,Grampians,Golden Plains,Jun 2012,23.0,300.0
1104,Grampians,Golden Plains,Jun 2013,11.0,295.0
1105,Grampians,Golden Plains,Jun 2014,18.0,280.0
1106,Grampians,Golden Plains,Jun 2015,30.0,320.0
1107,Grampians,Golden Plains,Jun 2016,20.0,338.0
1108,Grampians,Golden Plains,Jun 2017,23.0,340.0
1109,Grampians,Golden Plains,Jun 2018,21.0,370.0
1110,Grampians,Golden Plains,Jun 2019,17.0,365.0
1111,Grampians,Golden Plains,Jun 2020,21.0,360.0
1112,Grampians,Golden Plains,Jun 2021,18.0,405.0
1113,Grampians,Golden Plains,Mar 2000,9.0,125.0
1114,Grampians,Golden Plains,Mar 2001,12.0,138.0
1115,Grampians,Golden Plains,Mar 2002,6.0,155.0
1116,Grampians,Golden Plains,Mar 2003,15.0,160.0
1117,Grampians,Golden Plains,Mar 2004,16.0,175.0
1118,Grampians,Golden Plains,Mar 2005,21.0,200.0
1119,Grampians,Golden Plains,Mar 2006,18.0,218.0
1120,Grampians,Golden Plains,Mar 2007,15.0,240.0
1121,Grampians,Golden Plains,Mar 2008,21.0,231.0
1122,Grampians,Golden Plains,Mar 2009,16.0,245.0
1123,Grampians,Golden Plains,Mar 2010,21.0,240.0
1124,Grampians,Golden Plains,Mar 2011,30.0,285.0
1125,Grampians,Golden Plains,Mar 2012,18.0,315.0
1126,Grampians,Golden Plains,Mar 2013,22.0,288.0
1127,Grampians,Golden Plains,Mar 2014,25.0,320.0
1128,Grampians,Golden Plains,Mar 2015,26.0,313.0
1129,Grampians,Golden Plains,Mar 2016,19.0,330.0
1130,Grampians,Golden Plains,Mar 2017,18.0,350.0
1131,Grampians,Golden Plains,Mar 2018,17.0,330.0
1132,Grampians,Golden Plains,Mar 2019,20.0,365.0
1133,Grampians,Golden Plains,Mar 2020,20.0,388.0
1134,Grampians,Golden Plains,Mar 2021,15.0,430.0
1135,Grampians,Golden Plains,Sep 1999,18.0,130.0
1136,Grampians,Golden Plains,Sep 2000,12.0,135.0
1137,Grampians,Golden Plains,Sep 2001,10.0,140.0
1138,Grampians,Golden Plains,Sep 2002,17.0,165.0
1139,Grampians,Golden Plains,Sep 2003,13.0,185.0
1140,Grampians,Golden Plains,Sep 2004,15.0,194.0
1141,Grampians,Golden Plains,Sep 2005,15.0,200.0
1142,Grampians,Golden Plains,Sep 2006,14.0,198.0
1143,Grampians,Golden Plains,Sep 2007,16.0,210.0
1144,Grampians,Golden Plains,Sep 2008,22.0,240.0
1145,Grampians,Golden Plains,Sep 2009,17.0,260.0
1146,Grampians,Golden Plains,Sep 2010,17.0,250.0
1147,Grampians,Golden Plains,Sep 2011,16.0,273.0
1148,Grampians,Golden Plains,Sep 2012,18.0,335.0
1149,Grampians,Golden Plains,Sep 2013,25.0,300.0
1150,Grampians,Golden Plains,Sep 2014,17.0,340.0
1151,Grampians,Golden Plains,Sep 2015,21.0,310.0
1152,Grampians,Golden Plains,Sep 2016,28.0,338.0
1153,Grampians,Golden Plains,Sep 2017,29.0,340.0
1154,Grampians,Golden Plains,Sep 2018,15.0,380.0
1155,Grampians,Golden Plains,Sep 2019,24.0,395.0
1156,Grampians,Golden Plains,Sep 2020,24.0,400.0
1157,Grampians,Hepburn,Dec 1999,30.0,130.0
1158,Grampians,Hepburn,Dec 2000,24.0,143.0
1159,Grampians,Hepburn,Dec 2001,24.0,150.0
1160,Grampians,Hepburn,Dec 2002,23.0,160.0
1161,Grampians,Hepburn,Dec 2003,39.0,165.0
1162,Grampians,Hepburn,Dec 2004,31.0,170.0
1163,Grampians,Hepburn,Dec 2005,31.0,185.0
1164,Grampians,Hepburn,Dec 2006,38.0,193.0
1165,Grampians,Hepburn,Dec 2007,26.0,203.0
1166,Grampians,Hepburn,Dec 2008,33.0,210.0
1167,Grampians,Hepburn,Dec 2009,25.0,240.0
1168,Grampians,Hepburn,Dec 2010,30.0,250.0
1169,Grampians,Hepburn,Dec 2011,25.0,300.0
1170,Grampians,Hepburn,Dec 2012,40.0,283.0
1171,Grampians,Hepburn,Dec 2013,30.0,295.0
1172,Grampians,Hepburn,Dec 2014,39.0,300.0
1173,Grampians,Hepburn,Dec 2015,40.0,318.0
1174,Grampians,Hepburn,Dec 2016,43.0,310.0
1175,Grampians,Hepburn,Dec 2017,26.0,330.0
1176,Grampians,Hepburn,Dec 2018,32.0,363.0
1177,Grampians,Hepburn,Dec 2019,36.0,380.0
1178,Grampians,Hepburn,Dec 2020,27.0,420.0
1179,Grampians,Hepburn,Jun 1999,30.0,133.0
1180,Grampians,Hepburn,Jun 2000,24.0,130.0
1181,Grampians,Hepburn,Jun 2001,18.0,150.0
1182,Grampians,Hepburn,Jun 2002,20.0,150.0
1183,Grampians,Hepburn,Jun 2003,34.0,160.0
1184,Grampians,Hepburn,Jun 2004,22.0,168.0
1185,Grampians,Hepburn,Jun 2005,31.0,180.0
1186,Grampians,Hepburn,Jun 2006,37.0,180.0
1187,Grampians,Hepburn,Jun 2007,25.0,200.0
1188,Grampians,Hepburn,Jun 2008,35.0,200.0
1189,Grampians,Hepburn,Jun 2009,36.0,230.0
1190,Grampians,Hepburn,Jun 2010,29.0,235.0
1191,Grampians,Hepburn,Jun 2011,37.0,280.0
1192,Grampians,Hepburn,Jun 2012,42.0,288.0
1193,Grampians,Hepburn,Jun 2013,40.0,280.0
1194,Grampians,Hepburn,Jun 2014,36.0,290.0
1195,Grampians,Hepburn,Jun 2015,33.0,290.0
1196,Grampians,Hepburn,Jun 2016,39.0,320.0
1197,Grampians,Hepburn,Jun 2017,30.0,335.0
1198,Grampians,Hepburn,Jun 2018,29.0,350.0
1199,Grampians,Hepburn,Jun 2019,36.0,380.0
1200,Grampians,Hepburn,Jun 2020,46.0,360.0
1201,Grampians,Hepburn,Jun 2021,34.0,350.0
1202,Grampians,Hepburn,Mar 2000,32.0,140.0
1203,Grampians,Hepburn,Mar 2001,28.0,148.0
1204,Grampians,Hepburn,Mar 2002,26.0,160.0
1205,Grampians,Hepburn,Mar 2003,24.0,165.0
1206,Grampians,Hepburn,Mar 2004,31.0,170.0
1207,Grampians,Hepburn,Mar 2005,43.0,175.0
1208,Grampians,Hepburn,Mar 2006,29.0,190.0
1209,Grampians,Hepburn,Mar 2007,34.0,180.0
1210,Grampians,Hepburn,Mar 2008,34.0,200.0
1211,Grampians,Hepburn,Mar 2009,40.0,245.0
1212,Grampians,Hepburn,Mar 2010,34.0,250.0
1213,Grampians,Hepburn,Mar 2011,29.0,275.0
1214,Grampians,Hepburn,Mar 2012,41.0,300.0
1215,Grampians,Hepburn,Mar 2013,39.0,280.0
1216,Grampians,Hepburn,Mar 2014,46.0,300.0
1217,Grampians,Hepburn,Mar 2015,38.0,300.0
1218,Grampians,Hepburn,Mar 2016,33.0,320.0
1219,Grampians,Hepburn,Mar 2017,43.0,320.0
1220,Grampians,Hepburn,Mar 2018,37.0,350.0
1221,Grampians,Hepburn,Mar 2019,46.0,365.0
1222,Grampians,Hepburn,Mar 2020,29.0,380.0
1223,Grampians,Hepburn,Mar 2021,34.0,388.0
1224,Grampians,Hepburn,Sep 1999,27.0,140.0
1225,Grampians,Hepburn,Sep 2000,34.0,143.0
1226,Grampians,Hepburn,Sep 2001,25.0,150.0
1227,Grampians,Hepburn,Sep 2002,33.0,160.0
1228,Grampians,Hepburn,Sep 2003,21.0,175.0
1229,Grampians,Hepburn,Sep 2004,34.0,168.0
1230,Grampians,Hepburn,Sep 2005,30.0,188.0
1231,Grampians,Hepburn,Sep 2006,29.0,180.0
1232,Grampians,Hepburn,Sep 2007,33.0,200.0
1233,Grampians,Hepburn,Sep 2008,31.0,225.0
1234,Grampians,Hepburn,Sep 2009,30.0,225.0
1235,Grampians,Hepburn,Sep 2010,50.0,250.0
1236,Grampians,Hepburn,Sep 2011,51.0,260.0
1237,Grampians,Hepburn,Sep 2012,39.0,295.0
1238,Grampians,Hepburn,Sep 2013,39.0,290.0
1239,Grampians,Hepburn,Sep 2014,30.0,305.0
1240,Grampians,Hepburn,Sep 2015,37.0,310.0
1241,Grampians,Hepburn,Sep 2016,30.0,310.0
1242,Grampians,Hepburn,Sep 2017,41.0,340.0
1243,Grampians,Hepburn,Sep 2018,39.0,350.0
1244,Grampians,Hepburn,Sep 2019,30.0,340.0
1245,Grampians,Hepburn,Sep 2020,30.0,363.0
1246,Grampians,Hindmarsh,Dec 1999,10.0,100.0
1247,Grampians,Hindmarsh,Dec 2000,9.0,100.0
1248,Grampians,Hindmarsh,Dec 2001,7.0,110.0
1249,Grampians,Hindmarsh,Dec 2002,8.0,118.0
1250,Grampians,Hindmarsh,Dec 2003,13.0,125.0
1251,Grampians,Hindmarsh,Dec 2004,13.0,125.0
1252,Grampians,Hindmarsh,Dec 2005,13.0,130.0
1253,Grampians,Hindmarsh,Dec 2006,7.0,140.0
1254,Grampians,Hindmarsh,Dec 2007,12.0,150.0
1255,Grampians,Hindmarsh,Dec 2008,16.0,135.0
1256,Grampians,Hindmarsh,Dec 2009,14.0,143.0
1257,Grampians,Hindmarsh,Dec 2010,16.0,150.0
1258,Grampians,Hindmarsh,Dec 2011,10.0,155.0
1259,Grampians,Hindmarsh,Dec 2012,13.0,165.0
1260,Grampians,Hindmarsh,Dec 2013,11.0,190.0
1261,Grampians,Hindmarsh,Dec 2014,21.0,190.0
1262,Grampians,Hindmarsh,Dec 2015,13.0,170.0
1263,Grampians,Hindmarsh,Dec 2016,23.0,180.0
1264,Grampians,Hindmarsh,Dec 2017,15.0,180.0
1265,Grampians,Hindmarsh,Dec 2018,12.0,205.0
1266,Grampians,Hindmarsh,Dec 2019,9.0,230.0
1267,Grampians,Hindmarsh,Dec 2020,11.0,200.0
1268,Grampians,Hindmarsh,Jun 1999,7.0,100.0
1269,Grampians,Hindmarsh,Jun 2000,12.0,103.0
1270,Grampians,Hindmarsh,Jun 2001,5.0,110.0
1272,Grampians,Hindmarsh,Jun 2003,11.0,120.0
1273,Grampians,Hindmarsh,Jun 2004,9.0,130.0
1274,Grampians,Hindmarsh,Jun 2005,8.0,135.0
1275,Grampians,Hindmarsh,Jun 2006,11.0,135.0
